   0 ns 0 x 0
  30 ns 1 0 0
  45 ns 1 0 1
  65 ns 1 0 2
  85 ns 1 0 3
 105 ns 1 0 4
 125 ns 1 0 5
 130 ns 1 1 5
 145 ns 1 1 4
 165 ns 1 1 3
 185 ns 1 1 2
 205 ns 1 1 1
 225 ns 1 1 0
 230 ns 1 2 0
 245 ns 1 2 2
 265 ns 1 2 4
 285 ns 1 2 6
 305 ns 1 2 0
 325 ns 1 2 2
 330 ns 1 3 2
 345 ns 1 3 4
 365 ns 1 3 6
 385 ns 1 3 0
 405 ns 1 3 2
 425 ns 1 3 4
 430 ns 1 0 4
 445 ns 1 0 5
 465 ns 1 0 6
 485 ns 1 0 7
 530 ns 1 1 7
